repo,stars,created_at,age_years,merged_pull_requests,releases,pushed_at,updated_at,days_since_last_push,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
Semantic-Org/Semantic-UI,51026,2013-04-08T23:32:04Z,13.35,356,154,2024-11-27T21:01:48Z,2026-08-15T05:55:02Z,626.8,1.43,JavaScript,6233,5269,0.8453
cypress-io/cypress,50974,2015-03-04T00:46:28Z,11.45,8843,401,2026-08-16T16:13:20Z,2026-08-16T10:57:16Z,0.0,0.22,TypeScript,15557,14544,0.9349
CherryHQ/cherry-studio,50546,2024-05-24T01:56:26Z,2.23,4817,275,2026-08-16T15:09:42Z,2026-08-16T16:13:59Z,0.05,0.0,TypeScript,11061,10182,0.9205
jamiepine/voicebox,50532,2026-01-25T12:27:03Z,0.56,147,25,2026-08-09T00:03:42Z,2026-08-16T16:03:32Z,7.68,0.01,TypeScript,682,191,0.2801
nlohmann/json,50381,2013-07-04T08:47:49Z,13.12,1155,45,2026-08-13T15:48:13Z,2026-08-16T15:32:51Z,3.02,0.03,C++,2408,2373,0.9855
bannedbook/fanqiang,50334,2015-01-14T00:34:25Z,11.59,3,3,2026-08-12T11:06:00Z,2026-08-16T15:55:35Z,4.22,0.02,Kotlin,835,502,0.6012
mastodon/mastodon,50212,2016-02-22T15:01:25Z,10.48,20614,360,2026-08-16T04:29:21Z,2026-08-16T11:24:53Z,0.49,0.2,Ruby,13094,8777,0.6703
TanStack/query,50145,2019-09-10T19:23:58Z,6.93,3782,2267,2026-08-16T15:09:01Z,2026-08-16T15:09:31Z,0.05,0.05,TypeScript,2347,2259,0.9625
skylot/jadx,50086,2013-03-18T17:08:21Z,13.41,652,35,2026-08-05T19:19:01Z,2026-08-16T15:25:18Z,10.87,0.04,Java,2118,1690,0.7979
jgthms/bulma,50056,2016-01-23T23:48:34Z,10.56,646,22,2026-03-01T20:13:02Z,2026-08-16T13:29:19Z,167.84,0.12,CSS,2752,2403,0.8732
AlistGo/alist,50047,2020-12-23T17:40:29Z,5.64,974,149,2026-08-05T08:04:29Z,2026-08-16T15:40:55Z,11.34,0.03,Go,4494,3972,0.8838
serhii-londar/open-source-mac-os-apps,50039,2017-11-03T02:35:33Z,8.78,615,0,2026-04-15T22:47:24Z,2026-08-16T15:58:35Z,122.73,0.01,N/A,234,211,0.9017
chenglou/pretext,49904,2026-03-07T21:06:28Z,0.44,7,0,2026-06-23T05:01:09Z,2026-08-16T15:13:57Z,54.47,0.04,TypeScript,96,50,0.5208
tldraw/tldraw,49799,2021-05-09T11:48:37Z,5.27,5454,133,2026-08-16T16:07:26Z,2026-08-16T16:08:31Z,0.01,0.01,TypeScript,2657,2292,0.8626
huginn/huginn,49798,2013-03-10T06:00:31Z,13.43,1179,1,2026-08-15T05:06:36Z,2026-08-16T14:49:09Z,1.47,0.06,Ruby,2193,1580,0.7205
NARKOZ/hacker-scripts,49797,2015-11-21T19:05:09Z,10.73,63,0,2023-10-23T21:01:40Z,2026-08-16T11:47:41Z,1027.8,0.19,JavaScript,106,68,0.6415
jakevdp/PythonDataScienceHandbook,49619,2016-08-10T14:24:36Z,10.02,28,0,2024-06-26T19:17:33Z,2026-08-16T15:47:04Z,780.87,0.02,Jupyter Notebook,210,84,0.4
pandas-dev/pandas,49501,2010-08-24T01:37:33Z,15.98,29388,122,2026-08-16T15:36:44Z,2026-08-16T15:38:29Z,0.03,0.03,Python,28477,25851,0.9078
kelseyhightower/kubernetes-the-hard-way,49472,2016-07-07T14:15:27Z,10.11,73,0,2025-04-10T06:11:47Z,2026-08-16T15:20:37Z,493.42,0.04,N/A,440,416,0.9455
hashicorp/terraform,49469,2014-03-13T22:25:48Z,12.42,13634,435,2026-08-14T23:05:12Z,2026-08-16T13:49:27Z,1.72,0.1,Go,21746,19988,0.9192
roboflow/supervision,49442,2022-11-28T14:08:44Z,3.72,1377,40,2026-08-14T06:43:14Z,2026-08-16T15:31:10Z,2.4,0.03,Python,543,503,0.9263
Lordog/dive-into-llms,49428,2024-04-08T13:11:40Z,2.35,11,1,2025-10-10T06:25:48Z,2026-08-16T16:07:10Z,310.41,0.01,Jupyter Notebook,26,17,0.6538
ClickHouse/ClickHouse,49276,2016-06-02T08:28:18Z,10.2,68874,822,2026-08-16T16:15:15Z,2026-08-16T16:11:39Z,0.0,0.0,C++,30313,25329,0.8356
ChromeDevTools/chrome-devtools-mcp,49256,2025-09-11T10:39:55Z,0.93,1130,58,2026-08-16T09:53:13Z,2026-08-16T15:51:20Z,0.27,0.02,TypeScript,504,429,0.8512
astral-sh/ruff,49224,2022-08-09T17:17:44Z,4.02,15963,423,2026-08-16T14:38:22Z,2026-08-16T13:58:44Z,0.07,0.1,Rust,8238,6551,0.7952
x64dbg/x64dbg,49171,2015-04-11T20:48:23Z,11.35,825,6,2026-08-15T11:35:51Z,2026-08-16T15:28:31Z,1.2,0.03,C++,2720,2149,0.7901
Homebrew/brew,49170,2016-03-06T05:08:38Z,10.44,15210,508,2026-08-16T16:09:06Z,2026-08-16T16:09:05Z,0.01,0.01,Ruby,5271,5270,0.9998
GokuMohandas/Made-With-ML,49101,2018-11-05T03:44:27Z,7.78,147,1,2026-03-04T23:44:21Z,2026-08-16T15:43:53Z,164.69,0.02,Jupyter Notebook,77,59,0.7662
JuliaLang/julia,49010,2011-04-21T07:01:50Z,15.32,27761,203,2026-08-16T14:36:13Z,2026-08-16T15:47:14Z,0.07,0.02,Julia,26123,22502,0.8614
apple/container,48994,2025-05-30T21:26:05Z,1.21,730,20,2026-08-14T03:03:12Z,2026-08-16T16:10:56Z,2.55,0.0,Swift,862,570,0.6613
diegosouzapw/OmniRoute,48991,2026-02-13T12:38:31Z,0.5,5372,278,2026-08-16T13:31:35Z,2026-08-16T16:11:56Z,0.12,0.0,TypeScript,3482,3199,0.9187
bigskysoftware/htmx,48969,2020-04-13T16:17:51Z,6.34,1190,32,2026-08-15T17:11:51Z,2026-08-16T09:31:08Z,0.96,0.28,JavaScript,1738,1123,0.6461
chen08209/FlClash,48864,2023-08-15T07:47:22Z,3.0,2,105,2026-08-16T10:40:55Z,2026-08-16T16:11:51Z,0.23,0.0,Dart,2010,1508,0.7502
metabase/metabase,48783,2015-02-02T19:25:47Z,11.53,45896,816,2026-08-16T13:52:23Z,2026-08-16T14:18:44Z,0.1,0.08,Clojure,25680,21949,0.8547
akullpp/awesome-java,48751,2014-07-09T10:12:43Z,12.1,800,0,2026-08-10T00:17:55Z,2026-08-16T08:40:12Z,6.67,0.32,N/A,145,145,1.0
algorithm-visualizer/algorithm-visualizer,48667,2016-05-15T00:27:45Z,10.25,183,0,2024-06-09T06:54:22Z,2026-08-16T12:19:39Z,798.39,0.17,JavaScript,126,77,0.6111
iamkun/dayjs,48666,2018-04-10T09:26:44Z,8.35,727,128,2026-08-16T08:46:38Z,2026-08-16T09:06:21Z,0.31,0.3,JavaScript,1847,879,0.4759
tmux/tmux,48656,2015-06-03T23:32:55Z,11.2,36,43,2026-08-16T16:09:16Z,2026-08-16T15:46:37Z,0.01,0.02,C,4140,4112,0.9932
DovAmir/awesome-design-patterns,48584,2018-06-04T17:47:48Z,8.2,30,0,2024-10-25T19:57:00Z,2026-08-16T14:53:38Z,659.85,0.06,N/A,17,6,0.3529
mudler/LocalAI,48506,2023-03-18T22:58:02Z,3.41,6678,135,2026-08-16T16:06:17Z,2026-08-16T15:06:59Z,0.01,0.05,Go,1597,1509,0.9449
nilbuild/design-patterns-for-humans,48448,2017-02-16T21:24:39Z,9.49,50,0,2024-12-02T04:54:48Z,2026-08-16T12:06:45Z,622.47,0.17,N/A,52,47,0.9038
type-challenges/type-challenges,48429,2020-07-23T14:33:11Z,6.06,600,0,2026-05-16T14:20:30Z,2026-08-16T15:18:47Z,92.08,0.04,TypeScript,37283,4091,0.1097
KRTirtho/spotube,48405,2021-02-14T03:17:58Z,5.5,261,44,2026-08-16T09:07:33Z,2026-08-16T16:09:25Z,0.3,0.01,Dart,2117,1309,0.6183
upscayl/upscayl,48320,2022-07-30T17:19:20Z,4.04,106,29,2026-08-04T19:20:17Z,2026-08-16T15:20:21Z,11.87,0.04,TypeScript,1078,1023,0.949
calesthio/OpenMontage,48313,2026-03-29T15:23:22Z,0.38,89,0,2026-08-14T00:23:49Z,2026-08-16T16:16:04Z,2.66,0.0,Python,124,48,0.3871
Aider-AI/aider,48267,2023-05-09T18:57:49Z,3.27,288,93,2026-05-22T14:02:20Z,2026-08-16T15:06:08Z,86.09,0.05,Python,4352,3014,0.6926
brillout/awesome-react-components,48204,2016-06-24T15:19:33Z,10.14,343,0,2026-01-26T16:36:45Z,2026-08-16T15:17:36Z,201.99,0.04,N/A,61,45,0.7377
ReactiveX/RxJava,48202,2013-01-08T20:11:48Z,13.6,3586,267,2026-08-11T11:32:26Z,2026-08-16T15:25:42Z,5.2,0.04,Java,3283,3273,0.997
slidevjs/slidev,48101,2021-04-24T01:25:23Z,5.31,900,430,2026-08-14T11:37:40Z,2026-08-16T15:57:41Z,2.19,0.01,TypeScript,1378,1195,0.8672
pixijs/pixijs,48014,2013-01-21T22:40:50Z,13.56,3878,308,2026-08-14T10:09:54Z,2026-08-16T15:25:34Z,2.26,0.04,TypeScript,6131,5837,0.952
moeru-ai/airi,47957,2024-12-01T16:33:36Z,1.7,1214,81,2026-08-16T14:12:55Z,2026-08-16T16:04:57Z,0.09,0.01,TypeScript,537,448,0.8343
moment/moment,47918,2011-03-01T02:46:06Z,15.46,745,1,2026-08-16T01:36:31Z,2026-08-16T13:01:02Z,0.61,0.14,JavaScript,4165,3997,0.9597
karan/Projects,47872,2013-07-04T13:37:27Z,13.12,19,0,2024-08-14T19:06:05Z,2026-08-16T14:25:07Z,731.88,0.08,N/A,98,39,0.398
gogs/gogs,47724,2014-02-12T01:57:08Z,12.51,1958,98,2026-08-06T12:32:28Z,2026-08-16T15:26:51Z,10.16,0.04,Go,5209,4269,0.8195
minimaxir/big-list-of-naughty-strings,47706,2015-08-08T20:57:20Z,11.02,89,0,2024-04-18T03:26:59Z,2026-08-15T13:24:48Z,850.53,1.12,Python,101,32,0.3168
calcom/cal.diy,47684,2021-03-22T13:47:42Z,5.4,13099,611,2026-08-08T17:13:42Z,2026-08-16T16:14:49Z,7.96,0.0,TypeScript,9381,8268,0.8814
discourse/discourse,47660,2013-01-12T00:25:55Z,13.59,37142,1,2026-08-16T14:15:02Z,2026-08-16T14:25:27Z,0.08,0.08,Ruby,0,0,0.0
bevyengine/bevy,47654,2020-01-18T21:13:55Z,6.57,8598,58,2026-08-14T01:47:47Z,2026-08-16T14:42:27Z,2.6,0.07,Rust,8625,5798,0.6722
HKUDS/CLI-Anything,47591,2026-03-08T13:52:57Z,0.44,178,3,2026-08-13T04:30:15Z,2026-08-16T16:15:56Z,3.49,0.0,Python,129,77,0.5969
lukasz-madon/awesome-remote-job,47586,2015-01-02T00:31:34Z,11.62,627,0,2026-05-08T22:48:54Z,2026-08-16T15:13:10Z,99.73,0.04,N/A,95,75,0.7895
prisma/prisma,47576,2019-06-20T13:33:47Z,7.16,7021,251,2026-08-14T17:12:15Z,2026-08-16T14:02:09Z,1.96,0.09,TypeScript,12017,9559,0.7955
oobabooga/textgen,47552,2022-12-21T04:17:37Z,3.65,1273,113,2026-06-02T03:10:11Z,2026-08-16T05:26:03Z,75.55,0.45,Python,4199,3397,0.809
microsoft/qlib,47527,2020-08-14T06:46:00Z,6.0,756,23,2026-07-23T08:15:29Z,2026-08-16T16:10:08Z,24.33,0.0,Python,1070,769,0.7187
GitHubDaily/GitHubDaily,47494,2018-12-30T13:56:58Z,7.63,3,0,2025-12-31T18:59:20Z,2026-08-16T14:22:57Z,227.89,0.08,N/A,963,196,0.2035
acmesh-official/acme.sh,47479,2015-12-26T12:56:33Z,10.64,1627,48,2026-08-14T04:15:21Z,2026-08-16T09:53:48Z,2.5,0.27,Shell,3701,3663,0.9897
router-for-me/CLIProxyAPI,47422,2025-07-01T19:43:27Z,1.12,685,814,2026-08-16T14:28:52Z,2026-08-16T16:08:14Z,0.08,0.01,Go,2532,2482,0.9803
jeecgboot/JeecgBoot,47407,2018-11-26T10:40:00Z,7.72,133,64,2026-08-14T06:09:59Z,2026-08-16T13:42:21Z,2.42,0.11,Java,8484,8472,0.9986
dypsilon/frontend-dev-bookmarks,47391,2013-06-22T13:23:55Z,13.15,129,1,2024-05-21T10:56:58Z,2026-08-16T12:34:11Z,817.22,0.15,N/A,117,82,0.7009
coreybutler/nvm-windows,47367,2014-09-20T16:37:28Z,11.9,107,23,2026-04-17T17:58:18Z,2026-08-16T16:09:11Z,120.93,0.01,Go,969,910,0.9391
slab/quill,47299,2012-07-30T23:23:18Z,14.04,382,95,2025-07-25T06:09:23Z,2026-08-16T09:13:50Z,387.42,0.29,TypeScript,3847,3269,0.8498
hugohe3/ppt-master,47232,2025-12-10T06:54:33Z,0.68,31,22,2026-08-16T15:04:40Z,2026-08-16T16:16:07Z,0.05,0.0,Python,123,115,0.935
typescript-cheatsheets/react,47101,2018-06-02T04:08:16Z,8.21,387,0,2026-05-29T19:52:44Z,2026-08-16T12:26:58Z,78.85,0.16,TypeScript,225,225,1.0
HKUDS/nanobot,47063,2026-02-01T07:16:15Z,0.54,1502,19,2026-08-16T14:45:53Z,2026-08-16T15:42:59Z,0.06,0.02,Python,1444,1247,0.8636
lysine-dev/okhttp,47049,2012-07-23T13:42:55Z,14.06,4154,0,2026-08-16T16:08:13Z,2026-08-16T16:10:13Z,0.01,0.0,Kotlin,4300,4212,0.9795
gedoor/legado,46995,2019-05-22T04:18:58Z,7.24,0,104,2026-05-27T08:41:54Z,2026-08-16T16:12:07Z,81.32,0.0,Kotlin,0,0,0.0
elder-plinius/CL4R1T4S,46965,2025-03-04T20:03:16Z,1.45,0,0,2026-08-15T02:33:56Z,2026-08-16T16:13:16Z,1.57,0.0,N/A,79,8,0.1013
v2ray/v2ray-core,46933,2015-09-04T11:42:53Z,10.95,203,247,2026-07-13T03:22:29Z,2026-08-16T15:33:49Z,34.54,0.03,Go,2600,2597,0.9988
serverless/serverless,46919,2015-04-21T03:48:40Z,11.32,5142,494,2026-08-12T15:28:21Z,2026-08-16T08:39:25Z,4.03,0.32,JavaScript,6633,5525,0.833
rohitg00/ai-engineering-from-scratch,46899,2026-03-18T18:38:02Z,0.41,185,2,2026-08-10T07:05:52Z,2026-08-16T16:15:35Z,6.38,0.0,Python,73,40,0.5479
KeygraphHQ/shannon,46860,2025-09-27T01:51:47Z,0.88,124,16,2026-08-14T00:15:15Z,2026-08-16T16:14:06Z,2.67,0.0,TypeScript,139,124,0.8921
exo-explore/exo,46855,2024-06-24T18:36:22Z,2.14,770,16,2026-06-23T18:59:18Z,2026-08-16T14:35:24Z,53.89,0.07,Python,928,740,0.7974
Asabeneh/30-Days-Of-JavaScript,46701,2019-12-23T14:07:40Z,6.65,100,0,2025-12-06T11:12:48Z,2026-08-16T16:12:56Z,253.21,0.0,JavaScript,180,62,0.3444
hiroi-sora/Umi-OCR,46632,2022-03-28T04:01:46Z,4.39,58,31,2025-11-20T14:58:13Z,2026-08-16T15:26:35Z,269.05,0.04,Python,871,519,0.5959
microsoft/monaco-editor,46547,2016-06-07T16:56:31Z,10.19,668,189,2026-08-15T21:01:59Z,2026-08-16T15:26:35Z,0.8,0.04,JavaScript,4015,3243,0.8077
zhayujie/CowAgent,46526,2022-08-07T08:33:41Z,4.02,408,80,2026-08-16T12:10:03Z,2026-08-16T14:08:45Z,0.17,0.09,Python,2190,2173,0.9922
apache/airflow,46506,2015-04-13T18:04:58Z,11.34,39599,126,2026-08-16T10:03:11Z,2026-08-16T16:00:54Z,0.26,0.01,Python,15013,13913,0.9267
SimplifyJobs/Summer2027-Internships,46448,2020-05-23T20:53:18Z,6.23,1675,0,2026-08-16T16:00:42Z,2026-08-16T16:14:00Z,0.01,0.0,Python,7658,7562,0.9875
stablyai/orca,46441,2026-03-17T03:28:57Z,0.42,7634,930,2026-08-16T15:26:43Z,2026-08-16T16:14:15Z,0.04,0.0,TypeScript,3739,1867,0.4993
LeCoupa/awesome-cheatsheets,46363,2017-11-09T02:47:15Z,8.77,175,0,2026-04-12T17:26:10Z,2026-08-16T15:52:22Z,125.95,0.02,JavaScript,102,61,0.598
usebruno/bruno,46363,2022-09-27T20:51:45Z,3.88,2647,171,2026-08-14T16:28:56Z,2026-08-16T16:09:19Z,1.99,0.01,JavaScript,4366,3079,0.7052
kepano/obsidian-skills,46357,2026-01-02T21:45:11Z,0.62,16,0,2026-06-08T16:12:01Z,2026-08-16T16:05:17Z,69.0,0.01,N/A,46,20,0.4348
9001/copyparty,46233,2019-05-26T15:28:33Z,7.23,211,345,2026-08-15T21:40:18Z,2026-08-16T14:49:59Z,0.78,0.06,Python,1000,783,0.783
multica-ai/multica,46180,2026-01-13T17:59:46Z,0.59,3074,138,2026-08-16T16:08:53Z,2026-08-16T16:10:16Z,0.01,0.0,Go,2136,1324,0.6199
docker/awesome-compose,46107,2020-02-13T08:51:42Z,6.51,153,0,2026-08-15T19:45:19Z,2026-08-16T14:09:00Z,0.86,0.09,HTML,152,47,0.3092
ziishaned/learn-regex,46082,2017-07-22T12:21:03Z,9.07,132,0,2025-08-25T23:17:54Z,2026-08-16T08:39:44Z,355.71,0.32,N/A,87,36,0.4138
RocketChat/Rocket.Chat,45990,2015-05-19T07:36:09Z,11.24,16861,1260,2026-08-16T15:34:33Z,2026-08-16T10:51:23Z,0.03,0.23,TypeScript,17102,14615,0.8546
iina/iina,45974,2016-12-19T07:18:45Z,9.66,1009,51,2026-08-16T05:47:38Z,2026-08-16T15:53:02Z,0.44,0.02,Swift,4491,2664,0.5932
coqui-ai/TTS,45905,2020-05-20T15:45:28Z,6.24,467,98,2024-08-16T12:07:14Z,2026-08-16T12:46:12Z,730.17,0.15,Python,1241,1240,0.9992
jgm/pandoc,45887,2010-03-20T20:34:23Z,16.41,1800,158,2026-08-14T16:07:24Z,2026-08-16T14:25:12Z,2.01,0.08,Haskell,8334,7357,0.8828
cli/cli,45841,2019-10-03T15:24:53Z,6.87,3140,201,2026-08-14T14:40:42Z,2026-08-16T13:31:18Z,2.07,0.12,Go,6307,5300,0.8403
helix-editor/helix,45837,2020-06-01T04:26:56Z,6.21,4875,30,2026-08-11T23:23:12Z,2026-08-16T14:44:49Z,4.7,0.06,Rust,5939,4852,0.817
siyuan-note/siyuan,45836,2020-08-30T09:21:35Z,5.96,948,942,2026-08-16T14:24:24Z,2026-08-16T16:15:00Z,0.08,0.0,TypeScript,17505,17438,0.9962
android/architecture-samples,45789,2016-02-05T13:42:07Z,10.53,233,0,2026-08-12T23:40:24Z,2026-08-16T10:59:51Z,3.69,0.22,Kotlin,497,350,0.7042
DIYgod/RSSHub,45759,2018-04-02T14:43:21Z,8.37,13156,226,2026-08-16T14:09:43Z,2026-08-16T16:12:16Z,0.09,0.0,TypeScript,6411,6098,0.9512
zhongyang219/TrafficMonitor,45741,2017-07-30T02:51:17Z,9.05,79,27,2026-07-22T03:19:43Z,2026-08-16T15:30:04Z,25.54,0.03,C++,2068,741,0.3583
google/zx,45665,2021-05-05T05:50:01Z,5.28,617,100,2026-08-14T07:30:27Z,2026-08-16T12:18:45Z,2.37,0.17,JavaScript,521,501,0.9616
milvus-io/milvus,45652,2019-09-16T06:43:43Z,6.92,26886,170,2026-08-16T13:00:16Z,2026-08-16T14:01:35Z,0.14,0.09,Go,16608,15694,0.945
Alishahryar1/free-claude-code,45602,2026-01-28T19:02:30Z,0.54,303,0,2026-08-16T08:36:11Z,2026-08-16T16:11:39Z,0.32,0.0,Python,715,474,0.6629
DavidHDev/react-bits,45592,2024-08-06T06:54:54Z,2.03,214,0,2026-08-15T05:27:08Z,2026-08-16T15:57:09Z,1.45,0.01,JavaScript,526,524,0.9962
karanpratapsingh/system-design,45579,2022-08-15T18:59:54Z,4.0,14,0,2026-07-08T00:36:51Z,2026-08-16T15:52:25Z,39.65,0.02,N/A,24,21,0.875
streamlit/streamlit,45556,2019-08-24T00:14:52Z,6.98,8306,125,2026-08-16T04:44:00Z,2026-08-16T15:14:26Z,0.48,0.04,Python,6037,5054,0.8372
ColorlibHQ/AdminLTE,45556,2013-12-25T02:52:40Z,12.64,1583,87,2026-08-10T13:18:13Z,2026-08-16T14:14:48Z,6.12,0.09,Astro,2924,2923,0.9997
Leaflet/Leaflet,45482,2010-09-22T16:57:44Z,15.9,3327,34,2026-08-10T23:11:21Z,2026-08-16T13:00:29Z,5.71,0.14,JavaScript,5363,4963,0.9254
jestjs/jest,45469,2013-12-10T00:18:04Z,12.68,5938,217,2026-08-16T09:23:25Z,2026-08-16T09:23:42Z,0.29,0.29,TypeScript,8213,8075,0.9832
abhigyanpatwari/GitNexus,45439,2025-08-02T23:20:31Z,1.03,1247,747,2026-08-16T14:35:40Z,2026-08-16T16:03:13Z,0.07,0.01,TypeScript,1154,895,0.7756
grpc/grpc,45283,2014-12-08T18:58:53Z,11.69,20855,375,2026-08-16T10:03:16Z,2026-08-15T17:31:50Z,0.26,0.95,C++,12016,11350,0.9446
QuantumNous/new-api,45271,2023-11-10T19:33:36Z,2.76,1279,511,2026-08-15T13:33:24Z,2026-08-16T16:07:34Z,1.11,0.01,Go,3313,2607,0.7869
isocpp/CppCoreGuidelines,45244,2015-08-19T20:22:52Z,10.99,830,4,2026-08-06T15:54:13Z,2026-08-16T14:25:01Z,10.02,0.08,CSS,1236,1000,0.8091
GitSquared/edex-ui,45047,2017-01-28T09:35:02Z,9.55,399,29,2021-10-19T22:38:47Z,2026-08-15T18:49:57Z,1761.74,0.89,JavaScript,559,553,0.9893
pyenv/pyenv,45016,2012-08-31T06:57:52Z,13.96,1112,165,2026-08-15T19:47:27Z,2026-08-16T14:03:02Z,0.85,0.09,Shell,1908,1856,0.9727
sickn33/agentic-awesome-skills,45014,2026-01-14T17:48:09Z,0.58,761,187,2026-08-16T10:15:25Z,2026-08-16T16:09:25Z,0.25,0.01,Python,162,162,1.0
fastapi/full-stack-fastapi-template,44893,2019-02-23T15:08:34Z,7.48,726,15,2026-08-14T17:22:11Z,2026-08-16T15:06:28Z,1.95,0.05,TypeScript,441,441,1.0
react-hook-form/react-hook-form,44821,2019-03-05T23:47:10Z,7.45,2313,618,2026-08-16T00:59:55Z,2026-08-16T08:47:28Z,0.64,0.31,TypeScript,5001,5000,0.9998
meteor/meteor,44812,2012-01-19T01:58:17Z,14.57,2923,0,2026-08-14T17:55:18Z,2026-08-15T23:27:20Z,1.93,0.7,JavaScript,9329,9111,0.9766
MHSanaei/3x-ui,44750,2023-02-09T19:16:57Z,3.51,1031,124,2026-08-16T12:07:12Z,2026-08-16T16:01:00Z,0.17,0.01,Go,4232,4142,0.9787
sudheerj/reactjs-interview-questions,44731,2018-05-31T17:17:01Z,8.21,170,0,2026-08-13T15:53:12Z,2026-08-16T14:33:53Z,3.02,0.07,JavaScript,113,110,0.9735
mitmproxy/mitmproxy,44711,2010-02-16T04:10:13Z,16.5,2830,81,2026-08-13T13:50:59Z,2026-08-16T14:55:14Z,3.1,0.06,Python,3691,3318,0.8989
vercel/hyper,44690,2016-07-01T06:01:21Z,10.12,3292,88,2026-06-29T11:03:02Z,2026-08-16T15:25:19Z,48.22,0.04,TypeScript,3826,2882,0.7533
DataTalksClub/data-engineering-zoomcamp,44643,2021-10-21T09:32:50Z,4.82,462,0,2026-06-10T09:34:17Z,2026-08-16T15:05:20Z,67.28,0.05,Jupyter Notebook,146,146,1.0
files-community/Files,44637,2019-01-04T18:19:14Z,7.61,5755,139,2026-08-16T15:15:06Z,2026-08-16T15:15:52Z,0.04,0.04,C#,11343,10898,0.9608
getsentry/sentry,44557,2010-08-30T22:06:41Z,15.96,91100,176,2026-08-16T15:35:06Z,2026-08-16T16:01:15Z,0.03,0.01,Python,17249,15473,0.897
vnpy/vnpy,44540,2015-03-02T03:36:58Z,11.46,1077,67,2026-08-10T01:07:58Z,2026-08-16T16:06:02Z,6.63,0.01,Python,2187,2171,0.9927
coreyhaines31/marketingskills,44481,2026-01-15T19:45:23Z,0.58,187,39,2026-07-29T05:41:15Z,2026-08-16T16:08:59Z,18.44,0.01,JavaScript,168,132,0.7857
logseq/logseq,44473,2020-05-23T00:06:06Z,6.23,3389,153,2026-08-16T06:36:45Z,2026-08-16T14:15:41Z,0.4,0.08,Clojure,8245,7347,0.8911
spf13/cobra,44438,2013-09-03T20:40:26Z,12.95,631,27,2026-07-11T00:43:07Z,2026-08-16T15:47:37Z,36.65,0.02,Go,1255,1001,0.7976
charmbracelet/bubbletea,44390,2020-01-10T21:04:03Z,6.6,706,79,2026-08-12T20:40:50Z,2026-08-16T16:02:34Z,3.82,0.01,Go,442,334,0.7557
NaiboWang/EasySpider,44362,2020-07-18T02:41:27Z,6.08,46,10,2026-07-03T09:39:50Z,2026-08-16T15:17:31Z,44.28,0.04,JavaScript,766,497,0.6488
paperless-ngx/paperless-ngx,44313,2022-02-12T21:56:52Z,4.5,3543,156,2026-08-16T12:10:00Z,2026-08-16T16:01:32Z,0.17,0.01,Python,2634,2633,0.9996
AykutSarac/jsoncrack.com,44290,2022-01-30T15:25:18Z,4.54,91,23,2026-06-15T16:37:02Z,2026-08-16T13:33:57Z,61.99,0.11,TypeScript,289,260,0.8997
payloadcms/payload,44199,2021-01-05T18:49:45Z,5.61,7697,574,2026-08-16T02:08:36Z,2026-08-16T15:50:36Z,0.59,0.02,TypeScript,4738,4326,0.913
sharkdp/fd,44102,2017-05-09T21:27:10Z,9.27,775,44,2026-08-11T17:42:55Z,2026-08-16T16:04:35Z,4.94,0.01,Rust,983,853,0.8678
parcel-bundler/parcel,44023,2017-08-07T16:36:47Z,9.02,2600,52,2026-08-16T06:08:33Z,2026-08-15T22:13:41Z,0.42,0.75,JavaScript,5538,5079,0.9171
janhq/jan,44021,2023-08-17T02:17:10Z,3.0,3790,104,2026-08-14T12:24:52Z,2026-08-16T15:41:23Z,2.16,0.02,TypeScript,3778,3416,0.9042
streamich/react-use,44016,2018-10-27T10:16:05Z,7.8,1534,257,2026-06-10T18:51:23Z,2026-08-16T11:44:27Z,66.89,0.19,TypeScript,614,247,0.4023
yangshun/front-end-interview-handbook,43987,2018-01-13T19:40:08Z,8.59,356,0,2026-08-13T08:25:31Z,2026-08-14T16:42:16Z,3.33,1.98,JavaScript,103,92,0.8932
Kong/kong,43987,2014-11-17T23:56:08Z,11.74,6532,147,2026-08-16T14:44:43Z,2026-08-16T11:02:44Z,0.06,0.22,Lua,4614,4537,0.9833
babel/babel,43984,2014-09-28T13:38:23Z,11.88,6739,468,2026-08-16T08:21:06Z,2026-08-16T12:25:50Z,0.33,0.16,TypeScript,9111,8519,0.935
zen-browser/desktop,43937,2024-03-28T00:05:55Z,2.38,1213,185,2026-08-16T14:26:51Z,2026-08-16T15:36:32Z,0.08,0.03,JavaScript,9666,9101,0.9415
lysine-dev/retrofit,43932,2010-09-06T21:39:43Z,15.94,1351,4,2026-08-14T15:12:06Z,2026-08-16T07:16:14Z,2.05,0.38,Java,2773,2644,0.9535
astaxie/build-web-application-with-golang,43902,2012-08-02T11:49:35Z,14.04,757,0,2024-05-12T00:47:46Z,2026-08-16T15:26:27Z,826.65,0.04,Go,306,182,0.5948
apache/spark,43823,2014-02-25T08:00:08Z,12.47,8,0,2026-08-15T13:22:02Z,2026-08-16T15:43:45Z,1.12,0.02,Scala,97,58,0.5979
DataExpert-io/data-engineer-handbook,43741,2023-11-19T19:47:41Z,2.74,181,0,2026-08-03T20:29:57Z,2026-08-16T14:00:59Z,12.82,0.09,Jupyter Notebook,107,82,0.7664
