repo,stars,created_at,age_years,merged_pull_requests,releases,pushed_at,updated_at,days_since_last_push,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
codecrafters-io/build-your-own-x,540183,2018-05-09T12:03:18Z,8.27,157,0,2026-07-14T19:25:58Z,2026-08-16T15:56:04Z,32.87,0.01,Markdown,946,677,0.7156
sindresorhus/awesome,496426,2014-07-11T13:42:37Z,12.1,700,0,2026-06-30T18:21:16Z,2026-08-16T16:11:45Z,46.91,0.0,N/A,368,352,0.9565
public-apis/public-apis,461179,2016-03-20T23:49:42Z,10.4,2127,0,2026-08-13T21:07:34Z,2026-08-16T16:14:55Z,2.8,0.0,Python,929,911,0.9806
freeCodeCamp/freeCodeCamp,454104,2014-12-24T17:49:19Z,11.64,29099,0,2026-08-16T13:22:47Z,2026-08-16T16:03:03Z,0.12,0.01,TypeScript,22064,21893,0.9922
EbookFoundation/free-programming-books,394523,2013-10-11T06:50:37Z,12.85,7417,0,2026-08-11T12:11:06Z,2026-08-16T16:15:17Z,5.17,0.0,Python,1292,1254,0.9706
openclaw/openclaw,386447,2025-11-24T10:16:47Z,0.73,25385,235,2026-08-16T16:15:18Z,2026-08-16T16:14:27Z,0.0,0.0,TypeScript,47215,43821,0.9281
nilbuild/developer-roadmap,364595,2017-03-15T13:45:52Z,9.42,4396,1,2026-08-14T17:26:59Z,2026-08-16T16:02:18Z,1.95,0.01,TypeScript,3184,3184,1.0
donnemartin/system-design-primer,364154,2017-02-26T16:15:28Z,9.47,210,0,2026-03-20T01:52:19Z,2026-08-16T16:13:33Z,149.6,0.0,Python,401,127,0.3167
jwasham/coding-interview-university,358906,2016-06-06T02:34:12Z,10.19,415,0,2025-08-28T14:42:47Z,2026-08-16T16:04:43Z,353.07,0.01,N/A,536,455,0.8489
vinta/awesome-python,314248,2014-06-27T21:00:06Z,12.13,740,0,2026-08-16T13:31:43Z,2026-08-16T16:04:18Z,0.11,0.01,Python,0,0,0.0
awesome-selfhosted/awesome-selfhosted,313031,2015-06-01T02:33:17Z,11.21,0,1,2026-08-16T12:09:55Z,2026-08-16T16:04:57Z,0.17,0.01,N/A,0,0,0.0
practical-tutorials/project-based-learning,279430,2017-04-12T05:07:46Z,9.34,194,0,2026-08-10T07:04:22Z,2026-08-16T16:15:24Z,6.38,0.0,Python,239,88,0.3682
996icu/996.ICU,276654,2019-03-26T07:31:14Z,7.39,1071,0,2025-08-22T06:01:29Z,2026-08-16T15:28:28Z,359.43,0.03,N/A,0,0,0.0
obra/superpowers,272703,2025-10-09T19:45:18Z,0.85,167,12,2026-08-13T00:36:31Z,2026-08-16T16:11:43Z,3.65,0.0,Shell,849,695,0.8186
react/react,247272,2013-05-24T16:15:54Z,13.23,13034,132,2026-08-14T17:33:13Z,2026-08-16T15:39:06Z,1.95,0.03,JavaScript,14613,13800,0.9444
torvalds/linux,243017,2011-09-04T22:48:12Z,14.95,0,0,2026-08-15T16:00:10Z,2026-08-16T16:10:27Z,1.01,0.0,C,0,0,0.0
affaan-m/ECC,240418,2026-01-18T00:51:51Z,0.57,996,15,2026-08-16T06:22:24Z,2026-08-16T16:05:05Z,0.41,0.01,JavaScript,708,667,0.9421
trimstray/the-book-of-secret-knowledge,238676,2018-06-23T10:43:14Z,8.15,122,0,2024-11-19T14:00:38Z,2026-08-16T16:11:48Z,635.09,0.0,N/A,0,0,0.0
NousResearch/hermes-agent,231379,2025-07-22T22:22:28Z,1.07,10916,25,2026-08-16T13:38:39Z,2026-08-16T16:14:21Z,0.11,0.0,Python,21933,11098,0.506
TheAlgorithms/Python,223778,2016-07-16T09:44:01Z,10.08,3088,0,2026-08-03T18:44:56Z,2026-08-16T15:51:46Z,12.9,0.02,Python,1749,1606,0.9182
mattpocock/skills,219027,2026-02-03T11:15:53Z,0.53,89,7,2026-08-16T11:15:04Z,2026-08-16T16:15:13Z,0.21,0.0,Shell,653,304,0.4655
vuejs/vue,210215,2013-07-29T03:24:51Z,13.05,1136,249,2024-10-10T07:24:15Z,2026-08-16T15:26:24Z,675.37,0.04,TypeScript,10035,9670,0.9636
ossu/computer-science,208044,2014-05-04T00:18:39Z,12.28,315,0,2026-07-14T05:38:25Z,2026-08-16T16:04:12Z,33.44,0.01,HTML,675,658,0.9748
multica-ai/andrej-karpathy-skills,202998,2026-01-27T03:53:13Z,0.55,12,0,2026-04-20T10:05:04Z,2026-08-16T16:12:22Z,118.26,0.0,N/A,0,0,0.0
n8n-io/n8n,200867,2019-06-22T09:24:21Z,7.15,19987,762,2026-08-16T15:40:22Z,2026-08-16T16:15:14Z,0.03,0.0,TypeScript,10009,9670,0.9661
anomalyco/opencode,198028,2025-04-30T20:08:00Z,1.29,7224,860,2026-08-16T16:02:37Z,2026-08-16T16:15:09Z,0.01,0.0,TypeScript,23807,19878,0.835
tensorflow/tensorflow,197058,2015-11-07T01:19:20Z,10.77,48928,222,2026-08-16T16:08:34Z,2026-08-16T15:23:55Z,0.01,0.04,C++,41685,40917,0.9816
trekhleb/javascript-algorithms,196468,2018-03-24T07:47:04Z,8.4,309,0,2026-07-26T02:43:08Z,2026-08-16T16:08:18Z,21.57,0.01,JavaScript,373,238,0.6381
ultraworkers/claw-code,195058,2026-03-31T08:58:08Z,0.38,141,0,2026-08-16T06:18:45Z,2026-08-16T16:09:31Z,0.42,0.01,Rust,2211,2195,0.9928
DigitalPlatDev/FreeDomain,193601,2024-05-30T13:23:00Z,2.21,0,0,2026-08-12T10:36:46Z,2026-08-16T16:14:33Z,4.24,0.0,Markdown,0,0,0.0
ohmyzsh/ohmyzsh,189216,2009-08-28T18:15:37Z,16.96,3652,0,2026-08-16T16:13:27Z,2026-08-16T16:14:23Z,0.0,0.0,Shell,5078,4926,0.9701
microsoft/vscode,188772,2015-09-03T20:23:38Z,10.95,51989,233,2026-08-16T16:09:42Z,2026-08-16T15:59:55Z,0.01,0.01,TypeScript,250877,233428,0.9304
massgravel/Microsoft-Activation-Scripts,187189,2020-01-12T23:03:34Z,6.59,7,31,2026-07-04T16:54:38Z,2026-08-16T16:07:14Z,42.97,0.01,Batchfile,1072,1065,0.9935
Significant-Gravitas/AutoGPT,186633,2023-03-16T09:21:07Z,3.42,4759,117,2026-08-16T14:48:07Z,2026-08-16T15:53:00Z,0.06,0.02,Python,3940,3644,0.9249
CyC2018/CS-Notes,185335,2018-02-13T14:56:24Z,8.5,374,0,2024-08-21T09:40:10Z,2026-08-16T16:12:11Z,725.28,0.0,N/A,579,449,0.7755
jackfrued/Python-100-Days,185228,2018-03-01T16:05:52Z,8.46,13,0,2026-07-29T15:18:29Z,2026-08-16T15:48:30Z,18.04,0.02,Jupyter Notebook,729,193,0.2647
yt-dlp/yt-dlp,184812,2020-10-26T04:22:55Z,5.8,3395,135,2026-08-16T01:54:39Z,2026-08-16T16:13:16Z,0.6,0.0,Python,11909,9930,0.8338
getify/You-Dont-Know-JS,184662,2013-11-16T02:37:24Z,12.75,370,0,2026-02-15T04:36:44Z,2026-08-16T15:25:42Z,182.49,0.04,N/A,947,947,1.0
avelino/awesome-go,181210,2014-07-06T13:42:15Z,12.11,3871,0,2026-08-16T12:09:33Z,2026-08-16T16:11:55Z,0.17,0.0,Go,758,736,0.971
ollama/ollama,178684,2023-06-26T19:39:32Z,3.14,3524,245,2026-08-15T18:57:47Z,2026-08-16T16:09:17Z,0.89,0.01,Go,10985,8582,0.7812
flutter/flutter,178416,2015-03-06T22:54:58Z,11.44,49582,7,2026-08-16T15:47:57Z,2026-08-16T15:48:21Z,0.02,0.02,Dart,115172,102597,0.8908
github/gitignore,175300,2010-11-08T20:17:14Z,15.77,1779,0,2026-07-23T16:06:45Z,2026-08-16T15:57:41Z,24.01,0.01,N/A,0,0,0.0
twbs/bootstrap,174601,2011-07-29T21:19:00Z,15.05,9481,94,2026-08-13T03:36:08Z,2026-08-16T15:25:13Z,3.53,0.04,MDX,22941,22838,0.9955
microsoft/markitdown,174047,2024-11-13T19:56:40Z,1.75,183,20,2026-07-29T18:18:09Z,2026-08-16T16:06:18Z,17.92,0.01,Python,566,181,0.3198
521xueweihan/HelloGitHub,171184,2016-05-04T06:24:11Z,10.28,17,68,2026-08-02T07:58:25Z,2026-08-16T16:12:32Z,14.35,0.0,Python,3313,2708,0.8174
anthropics/skills,169696,2025-09-22T15:53:31Z,0.9,47,0,2026-08-13T18:09:56Z,2026-08-16T16:14:23Z,2.92,0.0,Python,363,49,0.135
firecrawl/firecrawl,168078,2024-04-15T21:02:29Z,2.33,1927,35,2026-08-16T14:16:36Z,2026-08-16T16:14:15Z,0.08,0.0,TypeScript,949,885,0.9326
f/prompts.chat,167261,2022-12-05T13:54:13Z,3.7,236,0,2026-08-16T03:22:07Z,2026-08-16T16:09:21Z,0.54,0.01,HTML,172,152,0.8837
AUTOMATIC1111/stable-diffusion-webui,164524,2022-08-22T14:05:26Z,3.98,1875,27,2026-03-02T07:00:53Z,2026-08-16T15:35:55Z,167.39,0.03,Python,7913,5491,0.6939
huggingface/transformers,164145,2018-10-29T13:56:00Z,7.8,20169,269,2026-08-16T16:14:47Z,2026-08-16T15:29:18Z,0.0,0.03,Python,19312,18427,0.9542
jlevy/the-art-of-command-line,162115,2015-05-20T15:11:03Z,11.24,317,0,2024-06-25T18:13:44Z,2026-08-16T15:25:45Z,781.92,0.04,N/A,264,138,0.5227
Snailclimb/JavaGuide,157791,2018-05-07T13:27:00Z,8.28,1270,0,2026-08-16T13:20:20Z,2026-08-16T15:03:14Z,0.12,0.05,JavaScript,1158,1099,0.9491
langflow-ai/langflow,153312,2023-02-08T22:28:03Z,3.52,7282,303,2026-08-16T16:00:46Z,2026-08-16T16:14:47Z,0.01,0.0,Python,3420,3206,0.9374
langgenius/dify,152597,2023-04-12T07:40:24Z,3.35,13342,168,2026-08-16T15:58:16Z,2026-08-16T15:55:34Z,0.01,0.02,TypeScript,18628,18344,0.9848
open-webui/open-webui,148939,2023-10-06T22:08:27Z,2.86,4027,167,2026-08-15T07:10:16Z,2026-08-16T16:11:14Z,1.38,0.0,Python,9360,9162,0.9788
airbnb/javascript,148147,2012-11-01T23:13:50Z,13.79,822,0,2026-04-16T19:24:09Z,2026-08-16T14:54:17Z,121.87,0.06,JavaScript,1416,1316,0.9294
Genymobile/scrcpy,147756,2017-11-21T18:00:27Z,8.73,153,52,2026-08-14T15:22:32Z,2026-08-16T16:06:17Z,2.04,0.01,C,6147,3356,0.546
msitarzewski/agency-agents,145742,2025-10-13T12:12:29Z,0.84,222,0,2026-08-06T13:29:47Z,2026-08-16T16:12:48Z,10.12,0.0,Shell,144,87,0.6042
langchain-ai/langchain,144338,2022-10-17T02:58:36Z,3.83,17239,1329,2026-08-16T08:08:02Z,2026-08-16T16:00:51Z,0.34,0.01,Python,9969,9643,0.9673
x1xhlol/system-prompts-and-models-of-ai-tools,142865,2025-03-05T16:38:29Z,1.45,52,0,2026-08-11T13:01:09Z,2026-08-16T15:52:42Z,5.14,0.02,N/A,212,121,0.5708
yangshun/tech-interview-handbook,141888,2016-07-05T05:00:48Z,10.11,494,0,2026-08-07T12:06:42Z,2026-08-16T15:48:54Z,9.17,0.02,TypeScript,126,92,0.7302
vercel/next.js,141799,2016-10-05T23:32:51Z,9.86,28190,3805,2026-08-16T15:48:57Z,2026-08-16T15:39:23Z,0.02,0.03,JavaScript,25186,23139,0.9187
anthropics/claude-code,141642,2025-02-22T17:41:21Z,1.48,161,189,2026-08-14T22:20:56Z,2026-08-16T16:12:17Z,1.75,0.0,Python,84408,69454,0.8228
ytdl-org/youtube-dl,140961,2010-10-31T14:35:07Z,15.79,1646,341,2026-02-19T16:45:25Z,2026-08-16T15:04:17Z,177.98,0.05,Python,26831,23204,0.8648
clash-verge-rev/clash-verge-rev,138170,2023-11-21T18:24:03Z,2.73,1011,67,2026-08-16T13:39:27Z,2026-08-16T16:06:56Z,0.11,0.01,TypeScript,5797,5409,0.9331
microsoft/PowerToys,137801,2019-05-01T17:44:02Z,7.29,6997,139,2026-08-16T14:41:25Z,2026-08-16T15:15:48Z,0.07,0.04,C,41114,33743,0.8207
iptv-org/iptv,135972,2018-11-14T22:00:57Z,7.75,6992,0,2026-08-16T10:40:18Z,2026-08-16T16:05:45Z,0.23,0.01,TypeScript,34370,34334,0.999
golang/go,135800,2014-08-19T04:33:40Z,11.99,1,0,2026-08-15T12:09:09Z,2026-08-16T15:45:30Z,1.17,0.02,Go,72847,63128,0.8666
labuladong/fucking-algorithm,135357,2020-02-19T09:01:23Z,6.49,244,0,2026-02-28T10:07:31Z,2026-08-16T15:26:05Z,169.26,0.04,Markdown,981,979,0.998
Shubhamsaboo/awesome-llm-apps,132851,2024-04-29T05:30:25Z,2.3,240,0,2026-08-13T18:45:25Z,2026-08-16T16:07:14Z,2.9,0.01,Python,174,167,0.9598
ripienaar/free-for-dev,131951,2015-03-18T21:06:26Z,11.41,3079,0,2026-08-16T06:02:10Z,2026-08-16T16:15:17Z,0.43,0.0,HTML,0,0,0.0
excalidraw/excalidraw,129768,2020-01-02T01:04:43Z,6.62,3961,15,2026-08-16T15:30:04Z,2026-08-16T16:15:05Z,0.03,0.0,TypeScript,4909,2650,0.5398
github/spec-kit,129448,2025-08-21T22:54:31Z,0.98,1379,212,2026-08-14T16:44:52Z,2026-08-16T16:14:25Z,1.98,0.0,Python,1503,1344,0.8942
krahets/hello-algo,129421,2022-11-04T11:08:34Z,3.78,994,10,2026-07-24T07:32:34Z,2026-08-16T16:14:07Z,23.36,0.0,Java,292,278,0.9521
Chalarangelo/30-seconds-of-code,128723,2017-11-29T17:35:03Z,8.71,855,12,2026-08-08T05:23:45Z,2026-08-16T15:01:09Z,8.45,0.05,JavaScript,300,300,1.0
deepseek-ai/deepseek-harness,128720,2026-08-13T11:56:32Z,0.01,0,0,2026-08-13T13:00:21Z,2026-08-16T16:15:34Z,3.14,0.0,TypeScript,0,0,0.0
garrytan/gstack,128227,2026-03-11T21:22:45Z,0.43,303,0,2026-08-16T16:12:11Z,2026-08-16T15:59:53Z,0.0,0.01,TypeScript,758,388,0.5119
Comfy-Org/ComfyUI,127919,2023-01-17T03:15:56Z,3.58,3146,153,2026-08-16T14:06:46Z,2026-08-16T16:11:47Z,0.09,0.0,Python,9138,5036,0.5511
farion1231/cc-switch,127573,2025-08-04T14:16:16Z,1.03,452,50,2026-08-16T14:08:40Z,2026-08-16T16:08:24Z,0.09,0.01,Rust,4622,3168,0.6854
react/react-native,126352,2015-01-09T18:10:16Z,11.6,999,471,2026-08-16T13:40:50Z,2026-08-16T15:36:37Z,0.11,0.03,C++,27777,27100,0.9756
kubernetes/kubernetes,124510,2014-06-06T22:56:04Z,12.19,65646,810,2026-08-14T00:41:27Z,2026-08-16T15:56:45Z,2.65,0.01,Go,49522,47696,0.9631
ggml-org/llama.cpp,124134,2023-03-10T18:58:00Z,3.43,9698,6878,2026-08-16T12:54:19Z,2026-08-16T16:06:23Z,0.14,0.01,C++,9481,8736,0.9214
electron/electron,122515,2013-04-12T01:47:36Z,13.34,26538,1981,2026-08-16T15:53:44Z,2026-08-16T16:08:39Z,0.02,0.01,C++,21822,21134,0.9685
shadcn-ui/ui,121417,2023-01-04T12:43:27Z,3.61,1434,117,2026-08-13T18:44:30Z,2026-08-16T16:05:41Z,2.9,0.01,TypeScript,4230,3169,0.7492
rustdesk/rustdesk,120961,2020-09-28T15:36:08Z,5.88,4200,39,2026-08-16T12:06:40Z,2026-08-16T16:15:21Z,0.17,0.0,Rust,4303,4223,0.9814
nodejs/node,118952,2014-11-26T19:57:11Z,11.72,13183,512,2026-08-16T09:40:47Z,2026-08-16T15:28:44Z,0.28,0.03,JavaScript,20763,20064,0.9663
Hack-with-Github/Awesome-Hacking,118434,2016-03-30T15:47:10Z,10.38,41,0,2026-07-26T03:29:02Z,2026-08-16T16:10:49Z,21.53,0.0,N/A,0,0,0.0
justjavac/free-programming-books-zh_CN,118359,2013-11-04T01:59:19Z,12.78,300,3,2026-07-29T00:39:06Z,2026-08-16T16:09:46Z,18.65,0.01,N/A,0,0,0.0
microsoft/generative-ai-for-beginners,117858,2023-06-19T16:28:59Z,3.16,601,0,2026-08-13T03:43:40Z,2026-08-16T15:39:48Z,3.52,0.03,Jupyter Notebook,244,244,1.0
nextlevelbuilder/ui-ux-pro-max-skill,117258,2025-11-30T11:36:31Z,0.71,138,41,2026-08-13T17:10:11Z,2026-08-16T16:11:23Z,2.96,0.0,Python,173,134,0.7746
godotengine/godot,115741,2014-01-04T16:05:36Z,12.61,43339,71,2026-08-16T15:55:45Z,2026-08-16T15:47:12Z,0.01,0.02,C++,63323,49931,0.7885
rust-lang/rust,115517,2010-06-16T20:39:03Z,16.16,73492,153,2026-08-16T14:54:16Z,2026-08-16T15:44:40Z,0.06,0.02,Rust,63521,52138,0.8208
mrdoob/three.js,114550,2010-03-23T18:58:01Z,16.4,15984,177,2026-08-16T10:36:53Z,2026-08-16T15:59:33Z,0.24,0.01,JavaScript,13734,13488,0.9821
2dust/v2rayN,113975,2019-07-30T03:47:24Z,7.05,600,333,2026-08-16T02:08:08Z,2026-08-16T15:32:01Z,0.59,0.03,C#,7130,7110,0.9972
d3/d3,113459,2010-09-27T17:22:42Z,15.88,495,194,2026-05-28T14:43:01Z,2026-08-16T15:09:06Z,80.07,0.05,Shell,2247,2242,0.9978
jaywcjlove/awesome-mac,111177,2016-07-17T15:33:47Z,10.08,1243,15,2026-08-16T02:56:08Z,2026-08-16T15:26:50Z,0.56,0.04,Swift,560,403,0.7196
immich-app/immich,110721,2022-02-03T15:56:27Z,4.53,9998,305,2026-08-16T15:59:05Z,2026-08-16T16:14:46Z,0.01,0.0,TypeScript,9129,8649,0.9474
tauri-apps/tauri,110260,2019-07-13T09:09:37Z,7.09,5669,1636,2026-08-16T16:06:11Z,2026-08-16T16:05:37Z,0.01,0.01,Rust,6414,5130,0.7998
microsoft/TypeScript,110177,2014-06-17T15:28:39Z,12.16,14893,217,2026-08-14T19:07:48Z,2026-08-16T15:38:24Z,1.88,0.03,TypeScript,43248,38199,0.8833
browser-use/browser-use,109406,2024-10-31T16:00:56Z,1.79,1893,134,2026-08-15T17:07:06Z,2026-08-16T16:11:09Z,0.97,0.0,Python,1603,1504,0.9382
axios/axios,109206,2014-08-18T22:30:27Z,11.99,1481,123,2026-08-13T18:14:46Z,2026-08-16T15:26:51Z,2.92,0.04,JavaScript,5054,5008,0.9909
fatedier/frp,108811,2015-12-21T15:24:59Z,10.65,859,116,2026-08-14T06:21:57Z,2026-08-16T15:35:48Z,2.41,0.03,Go,4141,4099,0.9899
papers-we-love/papers-we-love,108787,2013-12-15T14:31:41Z,12.67,444,0,2026-07-01T09:14:27Z,2026-08-16T15:26:50Z,46.29,0.04,Shell,247,245,0.9919
VoltAgent/awesome-design-md,108714,2026-03-31T16:37:01Z,0.38,6,0,2026-07-31T12:32:42Z,2026-08-16T16:11:53Z,16.16,0.0,N/A,384,78,0.2031
denoland/deno,108249,2018-05-15T01:34:26Z,8.25,16442,388,2026-08-14T18:00:32Z,2026-08-16T15:45:10Z,1.93,0.02,Rust,14982,13814,0.922
supabase/supabase,108049,2019-10-12T05:56:49Z,6.84,18627,30,2026-08-16T00:17:15Z,2026-08-16T14:42:49Z,0.67,0.07,TypeScript,5835,5563,0.9534
openai/whisper,107373,2022-09-16T20:02:54Z,3.91,122,13,2026-07-28T20:18:29Z,2026-08-16T16:07:19Z,18.83,0.01,Python,0,0,0.0
Graphify-Labs/graphify,106991,2026-04-03T15:49:07Z,0.37,135,190,2026-08-15T21:16:39Z,2026-08-16T16:09:21Z,0.79,0.01,Python,1334,892,0.6687
google-gemini/gemini-cli,106530,2025-04-17T17:04:31Z,1.33,6646,586,2026-08-16T01:09:18Z,2026-08-16T15:56:09Z,0.63,0.01,TypeScript,14216,13646,0.9599
openai/codex,106239,2025-04-13T05:37:54Z,1.34,9455,991,2026-08-16T08:05:51Z,2026-08-16T16:09:59Z,0.34,0.01,Rust,23033,10453,0.4538
goldbergyoni/nodebestpractices,105556,2017-09-15T08:33:19Z,8.92,766,0,2026-06-15T11:41:04Z,2026-08-16T15:46:31Z,62.19,0.02,Dockerfile,342,288,0.8421
microsoft/terminal,104623,2017-08-11T18:38:22Z,9.01,4519,156,2026-08-15T17:59:05Z,2026-08-16T13:16:12Z,0.93,0.13,C++,14055,12406,0.8827
deepseek-ai/DeepSeek-V3,104305,2024-12-26T09:52:40Z,1.64,25,1,2025-08-28T03:24:37Z,2026-08-16T16:09:41Z,353.54,0.01,Python,1082,943,0.8715
harry0703/MoneyPrinterTurbo,104299,2024-03-11T02:57:34Z,2.43,199,17,2026-08-13T03:41:56Z,2026-08-16T16:13:42Z,3.52,0.0,Python,767,753,0.9817
DietrichGebert/ponytail,103886,2026-06-12T00:52:37Z,0.18,174,15,2026-08-07T21:44:01Z,2026-08-16T16:15:18Z,8.77,0.0,JavaScript,268,211,0.7873
react/create-react-app,103293,2016-07-17T14:55:11Z,10.08,1949,83,2025-02-15T01:32:11Z,2026-08-16T15:26:27Z,547.61,0.04,JavaScript,8433,6575,0.7797
rasbt/LLMs-from-scratch,102786,2023-07-23T18:15:57Z,3.06,507,0,2026-08-10T01:11:40Z,2026-08-16T16:01:51Z,6.63,0.01,Jupyter Notebook,240,238,0.9917
pytorch/pytorch,102402,2016-08-13T05:26:41Z,10.01,6585,68,2026-08-16T15:28:15Z,2026-08-16T16:04:06Z,0.03,0.01,Python,60358,46511,0.7706
Anduin2017/HowToCook,101847,2020-02-29T10:43:49Z,6.46,644,5,2026-08-09T06:37:38Z,2026-08-16T15:51:30Z,7.4,0.02,N/A,855,392,0.4585
neovim/neovim,101842,2014-01-31T13:39:22Z,12.54,19630,54,2026-08-16T15:37:52Z,2026-08-16T16:15:37Z,0.03,0.0,Vim Script,14486,12894,0.8901
fastapi/fastapi,101627,2018-12-08T08:21:47Z,7.69,3555,301,2026-08-15T05:17:14Z,2026-08-16T15:55:18Z,1.46,0.02,Python,3544,3543,0.9997
angular/angular,101003,2014-09-18T16:12:01Z,11.91,7317,689,2026-08-14T16:29:46Z,2026-08-16T15:26:36Z,1.99,0.04,TypeScript,30891,29897,0.9678
ruanyf/weekly,100530,2018-10-13T12:36:07Z,7.84,120,0,2026-08-14T00:20:26Z,2026-08-16T16:11:06Z,2.66,0.0,N/A,10406,1686,0.162
mtdvio/every-programmer-should-know,100246,2017-08-24T13:18:26Z,8.98,109,0,2025-12-29T19:37:02Z,2026-08-16T15:59:08Z,229.86,0.01,N/A,47,31,0.6596
ant-design/ant-design,99086,2015-04-24T15:37:24Z,11.31,18201,758,2026-08-16T08:59:00Z,2026-08-16T16:00:51Z,0.3,0.01,TypeScript,32765,31737,0.9686
mui/material-ui,98828,2014-08-18T19:11:54Z,11.99,22152,572,2026-08-16T00:35:56Z,2026-08-16T16:08:40Z,0.65,0.01,JavaScript,20511,19131,0.9327
JuliusBrussee/caveman,98499,2026-04-04T10:03:00Z,0.37,58,19,2026-08-15T14:07:37Z,2026-08-16T16:10:50Z,1.09,0.0,Go,335,113,0.3373
TauricResearch/TradingAgents,98451,2024-12-28T03:31:08Z,1.63,27,8,2026-07-18T15:55:05Z,2026-08-16T16:07:29Z,29.02,0.01,Python,451,272,0.6031
nvbn/thefuck,97712,2015-04-08T15:08:04Z,11.36,482,17,2024-07-19T14:56:13Z,2026-08-16T14:39:15Z,758.06,0.07,Python,789,483,0.6122
tailwindlabs/tailwindcss,97255,2017-10-06T14:59:14Z,8.86,3476,307,2026-08-14T19:43:34Z,2026-08-16T15:25:08Z,1.86,0.04,TypeScript,4903,4878,0.9949
florinpop17/app-ideas,96828,2019-02-25T18:36:56Z,7.47,151,0,2025-10-11T14:51:21Z,2026-08-16T16:07:05Z,309.06,0.01,N/A,201,53,0.2637
microsoft/Web-Dev-For-Beginners,96359,2020-11-10T02:44:00Z,5.76,689,0,2026-08-05T10:13:10Z,2026-08-16T15:26:51Z,11.25,0.04,JavaScript,457,392,0.8578
hacksider/Deep-Live-Cam,95965,2023-09-24T13:19:31Z,2.89,122,13,2026-08-13T22:44:22Z,2026-08-16T15:55:58Z,2.73,0.01,Python,1178,1156,0.9813
puppeteer/puppeteer,95462,2017-05-09T22:16:13Z,9.27,6204,698,2026-08-16T03:04:57Z,2026-08-16T12:15:37Z,0.55,0.17,TypeScript,7401,7152,0.9664
oven-sh/bun,95428,2021-04-14T00:48:17Z,5.34,9656,214,2026-08-16T14:39:20Z,2026-08-16T15:25:20Z,0.07,0.04,Rust,17520,14309,0.8167
ryanmcdermott/clean-code-javascript,94761,2016-11-25T22:25:41Z,9.72,149,0,2024-07-29T07:24:37Z,2026-08-16T12:26:28Z,748.37,0.16,JavaScript,247,166,0.6721
nvm-sh/nvm,94608,2010-04-15T17:47:47Z,16.33,761,73,2026-07-24T19:11:41Z,2026-08-16T16:10:23Z,22.88,0.0,Shell,2448,2105,0.8599
microsoft/playwright,94583,2019-11-15T18:32:42Z,6.75,17703,165,2026-08-15T00:19:07Z,2026-08-16T15:32:10Z,1.67,0.03,TypeScript,17804,17660,0.9919
iluwatar/java-design-patterns,94564,2014-08-09T16:45:18Z,12.02,1561,0,2026-07-31T11:42:30Z,2026-08-16T15:48:41Z,16.19,0.02,Java,983,856,0.8708
karpathy/autoresearch,93938,2026-03-06T22:00:43Z,0.44,7,0,2026-03-26T00:07:37Z,2026-08-16T16:10:56Z,143.67,0.0,Python,113,58,0.5133
punkpeye/awesome-mcp-servers,92420,2024-11-30T04:49:10Z,1.71,3389,0,2026-08-03T03:09:55Z,2026-08-16T15:59:13Z,13.55,0.01,N/A,554,551,0.9946
deepseek-ai/DeepSeek-R1,92026,2025-01-20T11:57:28Z,1.57,10,1,2025-06-27T08:35:54Z,2026-08-16T15:58:24Z,415.32,0.01,N/A,729,716,0.9822
earendil-works/pi,91337,2025-08-09T14:03:50Z,1.02,887,255,2026-08-16T16:00:46Z,2026-08-16T16:15:29Z,0.01,0.0,TypeScript,5098,5005,0.9818
3b1b/manim,91310,2015-03-22T18:50:58Z,11.4,693,13,2026-08-15T18:23:32Z,2026-08-16T16:03:25Z,0.91,0.01,Python,1237,773,0.6249
thedotmack/claude-mem,90881,2025-08-31T20:50:03Z,0.96,505,306,2026-08-14T02:52:05Z,2026-08-16T15:46:11Z,2.56,0.02,JavaScript,1912,1661,0.8687
storybookjs/storybook,90858,2016-03-18T04:23:44Z,10.41,13095,1834,2026-08-14T20:44:33Z,2026-08-16T12:24:30Z,1.81,0.16,TypeScript,14530,12950,0.8913
opencv/opencv,90454,2012-07-19T09:40:17Z,14.08,14045,69,2026-08-15T07:26:55Z,2026-08-16T12:03:55Z,1.37,0.18,C++,11633,9087,0.7811
ruvnet/RuView,90344,2025-06-07T04:32:30Z,1.19,398,280,2026-08-16T12:08:36Z,2026-08-16T16:12:24Z,0.17,0.0,Rust,461,430,0.9328
louislam/uptime-kuma,90218,2021-07-03T01:02:42Z,5.12,1815,131,2026-08-16T00:05:18Z,2026-08-16T16:14:15Z,0.67,0.0,JavaScript,4929,4223,0.8568
PanJiaChen/vue-element-admin,90199,2017-04-17T03:35:49Z,9.33,311,49,2024-10-24T11:25:46Z,2026-08-16T15:14:42Z,661.2,0.04,Vue,3613,2357,0.6524
home-assistant/core,89934,2013-09-17T07:29:48Z,12.91,90000,1630,2026-08-16T15:43:09Z,2026-08-16T16:13:10Z,0.02,0.0,Python,73234,70317,0.9602
bitcoin/bitcoin,89915,2010-12-19T15:16:43Z,15.66,16802,68,2026-08-15T14:20:51Z,2026-08-16T15:35:45Z,1.08,0.03,C++,9170,8836,0.9636
mermaid-js/mermaid,89792,2014-11-01T23:52:32Z,11.79,2812,201,2026-08-16T04:14:10Z,2026-08-16T14:53:01Z,0.5,0.06,TypeScript,3780,2339,0.6188
